synset	en	id	es	fr	pt-br	sw	de	ru	zh	ja	ar	hi	tr
	summers	musim panas	veranos	étés	verões	majira ya joto	Sommer	лето	夏天	夏	الصيف	ग्रीष्मकाल	yazlar
08159591-n	wei	wei	wei	Wei	nós	wei	Wei	Вэй	伟	魏	وي	वेई	wei
	liang	liang	liang	Liang	liang	liang	liang	Лян	亮	梁	ليانغ	लिआंग	Liang
09880741-n	burglar	maling	escalador	cambrioleuse	ladrão	mwizi	Einbrecher	грабитель	窃贼	切り取り	لص	चोर	hırsız
	spiders	laba-laba	arañas	araignées	aranhas	buibui	Spinnen	пауки	蜘蛛	蜘蛛	العناكب	मकड़ियों	örümcekler
08764107-n	norway	Norwegia	Noruega	Norvège	Noruega	Norwe	Norwegen	Норвегия	挪威	ノルウェー	النرويج	नॉर्वे	Norveç
	crops	tanaman	cultivos	cultures	colheitas	mazao	Nutzpflanzen	посевы	农作物	作物	المحاصيل	फसलें	mahsuller
09827683-n	infant	bayi	bebé	bébé	bebé	mtoto	Baby	младенец	婴儿	赤ちゃん	رضيع	शिशु	bebek
01610955-n	falcon	alap-alap	halcón	faucon	falcão	falcon	Falke	сокол	隼	隼	صقر	बाज़	doğan
00199811-a	pursuing	mengejar	persiguiendo	poursuivre	perseguindo	kufuatilia	verfolgen	преследование	追求	追求する	متابعة	पीछा करना	takip etmek
01799794-v	humiliate	aib	apocar	rabaisser	humilhar	kudhalilisha	demütigen	унижать	羞辱	凹ませる	أذلّ	अपमानित करना	aşağılamak
14640434-n	hydrogen	hidrogen	hidrógeno	hydrogène	hidrogénio	hidrojeni	Wasserstoff	водород	氢	水素	هيدروجين	उदजन	hidrojen
01255302-n	karaoke	karaoke	karaoke	karaoke	karaokê	karaoke	Karaoke	караоке	卡拉OK	カラオケ	كراوكي	कराओके	karaoke
	encountered	ditemui	encontrado	rencontré	encontrado	kukutana	angetroffen	столкнулся	遇到	遭遇した	واجه	सामना करना पड़ा	karşılaşıldı
	alberto	alberto	alberto	alberto	Alberto	alberto	Alberto	Альберто	阿尔贝托	アルベルト	ألبرتو	अल्बर्टो	Alberto
	corey	inti	corey	Corey	corey	msingi	corey	Кори	科里	コーリー	كوري	कोरी	çekirdek
05125377-n	scope	kawasan	alcance	ampleur	escopo	upeo	Umfang	объем	界限	スコープ	النطاق	दायरा	kapsam
	cultures	budaya	culturas	cultures	culturas	tamaduni	Kulturen	культуры	文化	文化	الثقافات	संस्कृतियाँ	kültürler
	speakers	pembicara	altavoces	haut-parleurs	alto-falantes	wasemaji	Lautsprecher	ораторы	扬声器	スピーカー	مكبرات الصوت	वक्ता	hoparlörler
09762509-n	superstar	bintang	as	as	superestrela	nyota	Superstar	суперзвезда	专家	スーパースター	البارِع	सुपरस्टार	süperstar
00062133-n	orgasm	orgasme	orgasmo	orgasme	orgasmo	orgasm	Orgasmus	оргазм	高潮	オーガズム	نشوة	ओगाज़्म	orgazm
10877253-n	byron	Byron	Byron	Byron	Byron	byron	byron	Байрон	拜伦	バイロン岬	بايرون	बायरन	Byron
07838073-n	gravy	kuah	gravy	jus	molho	mchuzi	Soße	подливка	肉汁	グレービー	المرق	ग्रेवी	sos
	calculations	perhitungan	cálculos	calculs	cálculos	mahesabu	Berechnungen	расчеты	计算	計算	الحسابات	गणना	hesaplamalar
02825533-a	vocal	vokal	vocal	vocal	vocal	sauti	stimmlich	вокал	歌唱+的	ボーカル	صوتي	स्वर	vokal
00015953-r	severely	benar-benar	gravemente	sérieusement	severamente	kwa ukali	heftig	строго	严重地	したたか	بشدة	गंभीर रूप से	ciddi biçimde
	hating	membenci	odiando	détester	odiando	kuchukia	hassen	ненавидя	讨厌	憎む	الكراهية	नफरत	nefret etmek
	novels	novel	novelas	romans	romances	riwaya	Romane	романы	小说	小説	روايات	उपन्यास	romanlar
	mindy	penuh perhatian	mente	attention	atento	akili	Mindy	Минди	明迪	元気な	ميندي	मिंडी	akıllı
00616822-a	boiled	direbus	escalfado	bouilli	fervido	kuchemsha	gekocht	варёный	煮沸	茹でる	مسلوق	उबला हुआ	haşlanmış
07106800-n	metaphor	ibarat	metáforo	métaphore	metáfora	sitiari	Metapher	метафора	比喻	比喩	مجاز	रूपक	metafor
08412136-n	kindergarten	taman kanak-kanak	parvulario	maternelle	jardim de infância	shule ya chekechea	Kindergarten	детский сад	幼儿园	幼稚園	رياض	बाल विहार	anaokulu
	fades	memudar	se desvanece	s'estompe	desaparece	hufifia	verblasst	исчезает	淡出	色褪せる	يتلاشى	फीका पड़ जाता है	soluyor
	anders	anders	andres	Anders	anders	na wengine	anders	Андерс	安德斯	アンダース	أندرس	एंडर्स	anders
	fi	fi	fi	fi	fi	fi	fi	фи	菲	フィ	فاي	फ़ि	fi
02966829-a	brazilian	Brazil	brasileño	brésilien	brasileiro	Kibrazili	brasilianisch	бразильский	巴西+的	ブラジル人	برازيلي	ब्राज़ीलियाई	Brezilyalı
01995047-a	devastating	menghancurkan	aniquilador	dévastateur	devastador	yenye kuangamiza	verheerend	разрушительный	轻蔑的	壊滅的な	مدمر	विनाशकारी	yıkıcı
	bea	bea	bea	Béa	bela	bea	bea	Беа	贝亚	ビー	bea	बी.ए	bea
01352561-a	interfering	mengganggu	entrometido	occupé	interferir	kuingilia kati	störend	мешающий	干扰	おせっかい	التدخل	हस्तक्षेप करना	müdahale eden
07407459-n	dripping	menetes	goteando	dégoulinant	pingando	dripping	tropft	капает	滴水	滴る	يقطر	टपकना	damlayan
09576548-n	ops	Ops	operaciones	Ops	operações	ops	ops	ОП	操作	作戦	مكتب خدمات المشاريع	ऑप्स	operasyon
	cuz	karena	porque	parce que	porque	cuz	weil	потому что	因为	だって	كوز	क्योंकि	çünkü
	holden	memegang	Holden	tenir	Holden	shikilia	Holden	Холден	霍顿	ホールデン	هولدن	होल्डेन	Holden
01020885-a	suited	berpadanan	apropiado	approprié	apropriado	inafaa	geeignet	подходящий	合适	適切	مناسبة	उपयुक्त	uygun
01507134-a	merciful	lembut	misericordioso	miséricordieux	misericordioso	mwenye rehema	gnädig	милосердный	仁慈	慈悲深い	رحيم	दयालु	merhamet
	hayley	hayley	hayley	Hayley	Hayley	hayley	Hayley	Хейли	海莉	ヘイリー	هايلي	हेली	hayley
07203696-n	affirmative	afirmatif	afirmativo	affirmatif	afirmativo	uthibitisho	bejahend	утвердительный	肯定的回答	肯定命題	إيجابي	सकारात्मक	olumlu
00601150-a	runaway	melampau	descontrolado	fuyard	fugitivo	mtoro	Ausreißer	побег	逃跑的	急騰する	هارب	भगोड़ा	kaçak
02003480-v	shoo	memburu	ahuyentar	pschtt	xô	shoo	Scheu	шучу	发出嘘声赶	シッシッと言って追い払う	shoo	शू	şşş
	italians	orang Italia	italianos	italiens	italianos	Waitaliano	Italiener	итальянцы	意大利人	イタリア人	إيطاليين	इटालियंस	İtalyanlar
08894456-n	wales	Wales	Gales	Pays de Galles	País de Gales	wales	Wales	Уэльс	威尔士	ウェールズ	ويلز	वेल्स	Galler
08752671-n	santiago	Santiago	Santiago de los Caballeros	Santiago du Chili	Santiago	santiago	Santiago	Сантьяго	圣地亚哥	サンティアゴ	سانْتياغُو	सैंटियागो	santiago
00299580-v	adapt	memadankan	acomodar	adapter	adaptar	kukabiliana	anpassen	приспосабливать	适应	適応	كيّف	अनुकूलन	uydurmak
	renee	renee	reneé	Renée	Renée	renee	René	Рене	蕾妮	レネー	رينيه	रेनी	Renee
	mal	mal	malo	mal	mal	mal	mal	плохой	马尔	マル	مال	मल	kötü
	smartest	paling cerdas	más inteligente	le plus intelligent	mais inteligente	mwenye akili zaidi	am klügsten	самый умный	最聪明的	最も賢い	أذكى	सबसे चतुर	en akıllı
	blacks	orang kulit hitam	negros	les noirs	negros	weusi	Schwarze	негры	黑人	黒人	السود	अश्वेतों	siyahlar
	struggled	berjuang	luchó	lutté	lutou	alijitahidi	gekämpft	боролся	挣扎着	苦労した	ناضل	संघर्ष किया	mücadele etti
00748155-n	prostitution	lonte	alterne	prostitution	prostituição	ukahaba	Prostitution	проституция	卖淫	売春	الدعارة	वेश्यावृत्ति	fuhuş
13296460-n	payback	pengembalian	venganza	récupération	vingança	malipo	Rückzahlung	расплата	投资的回收	返済	الاسترداد	वापसी	intikam
	buenos	buenos	buenos	bons	buenos	buenos	Buenos	Буэнос	布宜诺斯	ブエノス	بوينس	ब्यूनस	buenos
07892418-n	vintage	antik	vendimia	vendange	vindima	mavuno	Traubenlese	урожай	年份	ビンテージ	خمر	विंटेज	vintage
	diapers	popok	pañales	couches	fraldas	diapers	Windeln	подгузники	尿布	おむつ	حفاضات	डायपर	çocuk bezi
	killings	pembunuhan	asesinatos	meurtres	assassinatos	mauaji	Morde	убийства	杀戮	殺人	عمليات القتل	हत्याएं	cinayetler
03121431-n	courthouse	gedung pengadilan	palacio de justicia	palais de justice	tribunal	mahakama	Gerichtsgebäude	здание суда	县政府大楼	裁判所	قاعة المحكمة	न्यायालय	adliye
	tong	tong	pinza	pince	pinça	tongo	Zange	щипцы	通	トング	ملقط	जीभ	maşa
	cubs	anaknya	cachorros	petits	filhotes	watoto wachanga	Junge	детеныши	幼崽	カブス	اشبال	शावक	yavrular
00445055-n	surfing	selancar	surf	surf	surfando	kutumia mawimbi	Wellenreiten	сёрфинг	冲浪	サーフィン	ركوب أمواج	सर्फ़िंग	sörf
09084750-n	indiana	Hoosier State	Indiana	Indiana	indiana	indiana	Indiana	Индиана	印第安纳州	インディアナ州	إنديانا	इंडियाना	Indiana
14433769-n	spotlight	perhatian	centro de atención	projecteur	destaque	mwangaza	Rampenlicht	прожектор	众人注目的中心	スポットライト	أضواء كاشفة	स्पॉटलाइट	spot ışığı
08505402-n	frontier	sempadan	frontera	frontière	fronteira	mpaka	Grenze	граница	边境	フロンティア	الحدود	सीमांत	sınır
00493031-n	monte	monte	monte	bonneteau	Monte	monte	monte	Монте	蒙特	３カードモンテ	مونتي	मोंटे	monte edilmiş
04324910-n	stocks	saham	acciones	giroflées	ações	hisa	Aktien	акции	股票	株	الأسهم	स्टॉक	hisse senetleri
	patterson	patterson	paterson	modèle	Patterson	patterson	Patterson	Паттерсон	帕特森	パターソン	باترسون	पैटरसन	Patterson
04855138-n	holiness	kekudusan	sanctitude	sainteté	santidade	utakatifu	Heiligkeit	святость	圣洁	神聖さ	القداسة	पवित्रता	kutsallık
08761244-n	denmark	Denmark	Dinamarca	Danemark	Dinamarca	Denmaki	Dänemark	Дания	丹麦	デンマーク	دانمارك	डेनमार्क	Danimarka
14414715-n	isolation	isolasi	aislamiento	isolement	isolamento	kutengwa	Isolierung	изоляция	孤立	孤立	العزلة	अलगाव	izolasyon
	starters	permulaan	entrantes	entrées	iniciantes	wanaoanza	Vorspeisen	закуски	开胃菜	スターター	مبتدئين	आरंभकर्ता	yeni başlayanlar
	resigned	mengundurkan diri	dimitido	démissionné	renunciou	alijiuzulu	zurückgetreten	подал в отставку	辞职了	辞任した	استقال	इस्तीफा दे दिया	istifa etti
00965894-a	acquainted	berkenalan	conocido	connaître	acostumado	kufahamiana	bekannt	знакомый	有知识+的	知り合い	مطلع	परिचित	tanıdık
07386614-n	meow	mengeong	miau	miaou	miado	mwao	miau	мяукание	喵	ニャア	مواء	म्याऊं	miyav
	appearances	penampilan	apariciones	apparitions	aparências	kuonekana	Erscheinungen	выступления	外表	外観	المظاهر	दिखावे	görünüşe
03686470-n	loft	loteng	buharda	grenier	sótão	darini	Dachboden	чердак	不分隔的楼面	ロフト	دور علوي	मचान	çatı katı
10091012-n	snitch	hantu	canario	fink	delator	snitch	Schnatz	стукач	告密者	スニーカー	واش	छींटाकशी	muhbir
09409203-n	ribbon	jalur	tema	pas	fita	utepe	Band	лента	丝带	リボン	الشريط	रिबन	şerit
	dares	berani	se atreve	ose	ousa	anathubutu	wagt es	осмеливается	敢于	敢えて	يجرؤ	साहस	cesaret
05169601-n	greatness	keagungan	grandeza	grandeur	grandeza	ukuu	Größe	величие	伟大	偉さ	العظمة	महानता	büyüklük
	fallon	jatuh	Fallón	tomber	Fallon	kuanguka	fallon	Фэллон	法伦	ファロン	فالون	गिर गया	Fallon
	coolest	paling keren	lo mejor	le plus cool	mais legal	baridi zaidi	am coolsten	самый крутой	最酷的	一番クールな	أروع	सबसे बढ़िया	en havalı
04900739-n	decency	kesopanan	decencia	décence	decência	adabu	Anstand	порядочность	正派	良識的であること	الحشمة	शालीनता	nezaket
06803954-n	mayday	Air Crash Investigation	Mayday	Mayday	Socorro	mayday	Maitag	Первомайский день	五月天	メーデー	استغاثة	मई दिवस	yardım günü
09099526-n	michigan	Great Lakes State	Míchigan	Bloomfield Township	michigan	michigan	Michigan	Мичиган	密歇根	ミシガン	ميشيغان	मिशिगन	Michigan
04057846-n	reactor	reaktor	reactor	réacteur	reator	kinu	Reaktor	реактор	反应堆	リアクター	مفاعل	रिएक्टर	reaktör
02910353-n	buckle	gancu	hebilla	boucle	fivela	funga	Schnalle	пряжка	扣环	締め金	مشبك	बकसुआ	toka
07508996-n	vanity	keangkuhan	vanidad	vanité	presunção	ubatili	Einbildung	самомнение	自负	うぬぼれ	غرور	घमंड	gösteriş
	simmons	simmons	simmons	simmons	simmons	simmons	Simmons	Симмонс	西蒙斯	シモンズ	سيمونز	सिमंस	simmons
	earning	penghasilan	ganando	gagner	ganhando	mapato	verdienen	заработок	赚取	稼ぐ	كسب	कमाई	kazanç
	marriages	pernikahan	matrimonios	mariages	casamentos	ndoa	Ehen	браки	婚姻	結婚	الزواج	विवाह	evlilikler
	docks	dermaga	muelles	quais	docas	kizimbani	Docks	доки	码头	ドック	الاحواض	गोदी	rıhtım
	lopez	lopez	lópez	lopez	López	lopez	lopez	Лопес	洛佩兹	ロペス	لوبيز	लोपेज	Lopez
00687614-a	alleged	dugaan	presunto	allégué	alegado	inadaiwa	angeblich	предполагаемый	声称+的	申し立てられた	المزعوم	आरोप लगाया	iddia edilen
00034137-r	asap	secepatnya	cuanto antes	dès que possible	o mais rápido possível	haraka haraka	so schnell wie möglich	как можно скорее	尽快	できるだけ早く	في اسرع وقت ممكن	यथाशीघ्र	en kısa zamanda
	preparations	persiapan	preparativos	préparatifs	preparações	maandalizi	Vorbereitungen	приготовления	准备工作	準備	الاستعدادات	तैयारी	hazırlıklar
01803380-v	bugging	mendesak	fastidiar	investir	escuta	kusumbua	belästigen	дразнить	窃听	いびる	التنصت	बगिंग	dinleme
	conquered	ditaklukkan	conquistado	conquis	conquistado	alishinda	erobert	завоеван	被征服	征服された	غزا	जीत लिया	fethedildi
10157744-n	cuckoo	angsa	idiota	âne	idiota	kuku	Esel	осёл	杜鹃	馬鹿者	غبي	कोयल	guguk kuşu
03131574-n	crib	tempat tidur bayi	cuna	berceau	berço	kitanda cha kulala	Krippe	кроватка	有栏小卧床	ベビーベッド	سرير	पालना	beşik
07849336-n	yogurt	yoghurt	yogur	yaourt	iogurte	maziwa ya mgando	Joghurt	йогурт	酸奶	ヨーグルト	لبن	दही	yoğurt
